Epoch;Loss;Validation Loss;Validation Accuracy
1;0.664446085691452;0.698141892751058;0.6000000238418579
2;0.5799121081829071;0.7173665165901184;0.574999988079071
3;0.5510443598031998;0.5271805723508199;0.875
4;0.5403680026531219;0.6669738491376241;0.862500011920929
5;0.5297693341970444;0.5853334863980612;0.5250000357627869
6;0.5414881587028504;0.5590302149454752;0.675000011920929
7;0.5269725084304809;0.5423960487047831;0.5250000357627869
8;0.5400024890899658;0.555205762386322;0.5375000238418579
9;0.5558678388595581;0.6702568928400675;0.887499988079071
10;0.5319042205810547;0.54489599665006;0.8500000238418579
11;0.522836247086525;0.5561699469884237;0.5375000238418579
12;0.5155357718467712;0.5479542016983032;0.5250000357627869
13;0.5204370051622391;0.5736901760101318;0.5625
14;0.5137411952018738;0.5566636721293131;0.887499988079071
15;0.5186719000339508;0.5215394198894501;0.887499988079071
16;0.5180299907922745;0.5450102885564169;0.574999988079071
17;0.5268159568309784;0.5664030710856119;0.7750000357627869
18;0.5179792582988739;0.6432516972223917;0.9125000238418579
19;0.5181376367807389;0.6224381327629089;0.875
20;0.5150211155414581;0.54326331615448;0.5875000357627869
21;0.5127727091312408;0.5279799898465475;0.550000011920929
22;0.5155500382184982;0.5351661245028178;0.7250000238418579
23;0.5173485368490219;0.583174447218577;0.862500011920929
24;0.5171617716550827;0.5393856366475424;0.8375000357627869
25;0.5111265242099762;0.5453189611434937;0.625
26;0.5094658970832825;0.5505056977272034;0.6000000238418579
27;0.5175709009170533;0.5261294742425283;0.7875000238418579
28;0.5118374586105346;0.5251490076382955;0.762499988079071
29;0.511075821518898;0.60283229748408;0.5375000238418579
30;0.5077234506607056;0.5391318996747335;0.574999988079071
31;0.5080441057682037;0.541218896706899;0.5875000357627869
32;0.507425582408905;0.5360532402992249;0.6500000357627869
33;0.5061493128538131;0.5251530210177103;0.75
34;0.5069055736064911;0.5428978403409322;0.8125
35;0.5096490144729614;0.5316676696141561;0.800000011920929
36;0.5080999284982681;0.558213492234548;0.574999988079071
37;0.5089529395103455;0.535091241200765;0.6875
38;0.5120962262153625;0.5354727506637573;0.737500011920929
39;0.5059708476066589;0.5206408699353536;0.6875
40;0.5102380037307739;0.5217752257982889;0.675000011920929
41;0.505708709359169;0.5492665767669678;0.7875000238418579
42;0.5082605093717575;0.5361557801564535;0.824999988079071
43;0.5066850811243058;0.5336170593897501;0.800000011920929
44;0.5056671530008316;0.5193630258242289;0.7875000238418579
45;0.5055913776159286;0.5194959143797556;0.7875000238418579
46;0.5057398945093154;0.516952782869339;0.824999988079071
47;0.5056014120578766;0.5179580052693685;0.8125
48;0.5056081205606461;0.5187181135018667;0.8125
49;0.5055898874998093;0.519068568944931;0.8125
50;0.5055934131145478;0.5192791918913523;0.8125
51;0.505584442615509;0.5196534196535746;0.8125
52;0.5062153667211533;0.5150237182776133;0.800000011920929
53;0.5067720293998719;0.5165168444315592;0.75
54;0.5082964211702347;0.5136593182881674;0.75
55;0.5055925965309143;0.5130114555358887;0.737500011920929
56;0.5056702703237533;0.5126288831233978;0.737500011920929
57;0.5063889801502228;0.5141598880290985;0.887499988079071
58;0.5055842906236648;0.5152481098969778;0.862500011920929
59;0.5056522905826568;0.5196278095245361;0.8125
60;0.5055976629257202;0.5187112291653951;0.7250000238418579
61;0.5055845201015472;0.517709900935491;0.7125000357627869
62;0.5056587636470795;0.5174176295598348;0.7250000238418579
63;0.5055903851985931;0.5178372661272684;0.7125000357627869
64;0.5055860042572021;0.5181260307629904;0.7125000357627869
65;0.5055810749530792;0.5183007816473643;0.7125000357627869
66;0.5055815726518631;0.5184923311074575;0.7125000357627869
67;0.5055826932191849;0.5178509652614594;0.7250000238418579
68;0.505581197142601;0.5183729231357574;0.7125000357627869
69;0.5055841088294983;0.5177156925201416;0.737500011920929
70;0.5055811733007431;0.5183111528555552;0.7125000357627869
71;0.5055947571992874;0.5187558631102244;0.7125000357627869
72;0.5055887758731842;0.5183530747890472;0.7125000357627869
73;0.5055817097425461;0.5176842510700226;0.7250000238418579
74;0.5055801659822464;0.5182586411635081;0.7125000357627869
75;0.5055884957313538;0.5184516906738281;0.7125000357627869
76;0.5055811405181885;0.518051932255427;0.7250000238418579
77;0.5055841356515884;0.5174844960371653;0.737500011920929
78;0.5055874854326248;0.5177000562349955;0.737500011920929
79;0.5055805951356888;0.5171071887016296;0.737500011920929
80;0.5055810570716858;0.5180310209592184;0.7125000357627869
