Epoch;Loss;Validation Loss;Validation Accuracy
1;0.38885935191065074;0.9869410395622253;0.703125
2;0.15977914594113826;0.32920256704092027;0.8687500357627869
3;0.11282894159667194;0.2647125720977783;0.8812500238418579
4;0.06843360856873915;0.30791565477848054;0.8968750238418579
5;0.06474155422765762;0.14397229813039303;0.965624988079071
6;0.03467136371182278;1.2426763653755188;0.746874988079071
7;0.01601610987272579;0.5642358310520649;0.8812500238418579
8;0.03354123446224548;0.2586591437458992;0.90625
9;0.02136743598675821;0.11722422121092677;0.953125
10;0.02021969803463435;0.1726152581628412;0.949999988079071
11;0.014852153712126892;0.41460083052515984;0.887499988079071
12;0.018279203031852376;0.17437910176813604;0.9468750357627869
13;0.0031581503335473826;0.2094937890768051;0.9437500238418579
14;0.019456940034069704;0.6125506397336722;0.903124988079071
15;0.02605171677423641;0.08701502992771566;0.971875011920929
16;0.0045624003425473346;0.1213282311335206;0.949999988079071
17;0.003744536647445784;0.06936097373254597;0.971875011920929
18;0.0021765638132819733;0.08383742440491915;0.96875
19;0.0004335305283348134;0.07322000302374362;0.971875011920929
20;0.0005749622623625328;0.07412272375077009;0.96875
21;0.00032960358796572107;0.08815189967863261;0.971875011920929
22;0.00013514997707488873;0.08459744905121624;0.971875011920929
23;0.00011453525801243813;0.08084304286167025;0.971875011920929
24;0.0001435799285673056;0.08124642241746187;0.9750000238418579
25;0.0001483950306010229;0.062114476971328256;0.9750000238418579
26;0.0002071117500094033;0.070021444093436;0.971875011920929
27;0.0002227987606829629;0.06960339061915874;0.971875011920929
28;8.090941489626857e-05;0.07752912994474173;0.9750000238418579
29;0.00022761545044431842;0.06834075283259153;0.96875
30;0.00012927376744755747;0.06609783004969358;0.96875
31;0.00012365369802864735;0.07005741777829826;0.971875011920929
32;0.00010200044528119179;0.06907821926288307;0.971875011920929
