Epoch;Loss;Validation Loss;Validation Accuracy
1;0.3349816404283047;5.145144462585449;0.7750000357627869
2;0.22431423645466567;0.20506819933652878;0.925000011920929
3;0.1046328634954989;1.4923940241336822;0.6656250357627869
4;0.08391423150897026;0.20758235305547715;0.9281250238418579
5;0.03349654819467105;0.23797871358692646;0.934374988079071
6;0.04538876828737557;0.14411748964339494;0.9375
7;0.045065463081118654;0.16623957455158234;0.956250011920929
8;0.03273894449521322;0.1503273045644164;0.953125
9;0.011823666334385053;0.08784031243994832;0.9625000357627869
10;0.008748438907423406;0.31552634611725805;0.909375011920929
11;0.01176483220551745;0.0924829388037324;0.9593750238418579
12;0.0048293991003447445;0.39489249885082245;0.934374988079071
13;0.026858376830568888;0.5296124741435051;0.9000000357627869
14;0.013388026173561229;0.3413103077560663;0.940625011920929
15;0.01897408398290281;0.1248273078352213;0.9625000357627869
16;0.00796855368425895;0.16393495984375478;0.953125
17;0.000633829151502141;0.15379882510751486;0.956250011920929
18;0.0005879397752778459;0.16779515016824006;0.9593750238418579
19;0.00021133907225703296;0.1835786744952202;0.956250011920929
20;0.0026881938377528057;0.20959331410122103;0.9593750238418579
21;0.0010837169083970366;0.1768079516477883;0.9625000357627869
22;0.0006009059371535841;0.15393286212347448;0.965624988079071
23;0.0002050343696339496;0.15265577090904117;0.971875011920929
24;0.000522673402269902;0.16583461463451385;0.9625000357627869
25;8.208682841086557e-05;0.14758292525075375;0.96875
26;0.0006030498827158226;0.14569388004019856;0.9750000238418579
27;0.0001269686309001372;0.16417261552996934;0.96875
28;0.0001555456342771322;0.16761932168155907;0.96875
29;0.00012053416530193317;0.15838233279064298;0.96875
30;0.00010472663807377103;0.17491877246648074;0.9625000357627869
31;0.000151976797531006;0.1425182710401714;0.971875011920929
32;0.0003877084621990434;0.153008380997926;0.96875
